number,tweet,label 
10640,🔴قیمت #دلار از مرز ٢۶ هزار تومان گذشت!  با نزدیک شدن زمان فعالسازی #مکانیسم_ماشه در ۳۱ شهریور لحظه به لحظه شیب سقوط ریال بیشتر میشود. #ایران,economy
10642,@murtada_hm باور کنید با ۱۰ دلار فقط ۱۰ #دلار، که پول یه پیتزا یا یه مک‌دونالد هم ممکنه نباشه، شماها میتونید سرپرستی یه بچه رو به عهده بگیرید، من همین دیروز دفتر #جمعیت_امام_علی بودم، که یه خیریه جاافتاده، معتبر، حرفه‌ای و کاملاً قابل اعتماده، تخصصشون هم بچه‌های #بدسرپرست هست.,economy
10645,#بورس دو گروه درحال ترساندن #سهامداران هستند  گروه اول دشمنان جامعه ایران بوده می‌خواهند کسب وکارها را زمین بزنند  گروم دوم افرادی که مایلند بازار نابسمان بشود و سهام را [به قیمت جذاب] جمع کنند  من میگویم سه گروه   افرادی که در بازارهای موازی #سکه #دلار #مسکن #خودرو ذینفع هستند,economy
10649,▪️#دلار آمریکا و مرحله انباشت  🔻 توسط: ادی پانگستو  https://t.co/mOF8KLehmd,economy
10652,دوستی نوشته بود  خدا را شکر امروز جمعه ست وگرنه معلوم نبود #دلار چند میشد,economy
10654,رئیس کل بانک مرکزی اعلام کرد: بالا رفتن قیمت دلار واقعی نیست و روانی است!  دلار هم اعلام کرد: روانی خودتی   #دلار #معیشت #خودرو #گرانی #نفوذ #ریش_متالیک https://t.co/VhMjJtWLUD,economy
10655,#دلار نخرید! مگر اینکه نیاز داشته باشید. نیاز یعنی واردات، سفر به خود آمریکا یا چیزی شبیه این. اگر نگران ارزش پولتون به ریال هستید، می تونید تتر بخرید. تتر یک #کریپتو باثباته که همیشه تقریبا برابر یک دلاره. دزد نداره، جرم نیست داشتنش و به سادگی هم بصورت بین المللی جابجا میشه.,economy
10663,تجربه صف خرید #دلار همین اواخر و آربیتراژ سکه آزاد و اوراق سکه قابل معامله در #بورس ثابت کرد که قیمت گذاری نادرست زمینه را برای سفته بازی فراهم می آورد . هزینه تمام شده خودرو در سه ماهه اول سال 99 حدود 1/3 افزایش داشته و با تعمیم باید حداقل افزایش 66 درصدی نرخ خودرو نسبت به /1,economy
10678,صادق باشیم!وقتی #دولت فکری به حال کاهش اررش پول نمی کنند،#سرمایه مردم معطل نمی ماند تا هر روز با کاهش ارزش شاهد آب شدن سرمایه خود باشدراهی پیدا میکند یا #دلار یا #مسكن یا #خودرو یا #بورس این اظهارات فقط آنرا از جایی به جای دیگر کوچ میدهید و باعث ویرانی جدیدی میشوید https://t.co/mYUK6EuIys,economy
10680,@3eyedamir صادق باشیم!وقتی #دولت فکری به حال کاهش اررش پول نمی کنند،#سرمایه مردم معطل نمی ماند تا هر روز با کاهش ارزش شاهد آب شدن سرمایه خود باشدراهی پیدا میکند یا #دلار یا #مسكن یا #خودرو یا #بورس این اظهارات فقط آنرا از جایی به جای دیگر کوچ میدهید و باعث ویرانی جدیدی میشوید,economy
10691,#کتاب_درسی بچتون رو جلد بگیرید تا عکس #مریم_میرزاخانی روش باشه. اگر ارزش پولی میفته برید #سهام و #خودرو و #طلا و #دلار و #کره بخرید که ارزش پولتون رو حفظ کنید. اگر محتوای کتابا خوب نیست نرید مدرسه.  اگر کار نیست مشکل از ماست.  چرا همش دنبال #ماست_مالی هستیم؟  خانه از پایبست....,economy
10693,. هوچیگری رسانه یعنی به جای #دلار ۲۵تومنی و پراید ۱۰۰ میلیونی و قیمت لبنیات و گوشت و قس علی هذا ، حذف چارتا دختر و پسر روی جلد کتاب ، بولد بشه و ما جماعت رسانه نابلد،  اصل قضیه رو فراموش میکنیم! احسنت به تیم اصلاحات👌 اینجوری میخایم ب جنگ روانی انتخابات ۱۴۰۰ بریم؟! از الان باختیم,economy
10701,معماهای #دلار و #یازده_سپتامبر  #11septembre2001  #September11  #11september https://t.co/TXLLr3kkWi,economy
10712,حسن روحانی با اختلاف خیلی کثیف و لجن تر از احمدی نژاد از آب در اومد. #گرانی #دلار #بورس #خودرو #مسکن,economy
10717,قیمت #دلار از مرز ٢۶ هزار تومان گذشت!  با نزدیک شدن زمان فعالسازی مکانیسم ماشه در ۳۱ شهریور لحظه به لحظه شاهد سقوط ارزش پول #ایران میشویم.,economy
10724,بازار #سهام #آمریکا نیز بزودی حبابش تخلیه خواهد شد ، نسبت قیمت به درآمد #بورس #آمریکا نشان از #حباب بودن آن دارد سقوط #بورس های دنیا نزدیک است #بورس #سهام #دلار #سکه #طلا,economy
10736,پراید ۱۱۱ ۳روزه روی قیمت ۱۲۰ تا ۱۲۵ میلیون خودش رو تثبیت کرده و معامله میشه.  اگر #دلار گران شود، احتمالا باز هم گرانتر خواهد شد,economy
10739,شکر خدا همیشه یک سوژه برای انحراف ذهن مردم از اصل موضوع دم دست داریم ، فعلا نوبت حذف دختر بچه ها از صفحه روی جلد ریاضیاته  #دلار 26 هزار  #پراید صد میلیون,economy
10744,"این دیالوگ خیلی شبیه دیالوگ امروزه ی ماها هست؛ کسانی که در #بورس سرمایه گذاری کردن، معتقد به حباب #مسکن و #زمین و #دلار و #خودرو هستن، و کسانیکه در مسکن سرمایه گذاری کردن، معتقد به حباب بورس. شاید هیچکدام از ما ""آدم بد"" داستان نباشیم، اما باید مواظب باشیم ""توهم زده"" هم نشیم.",economy
10745,یکی از دوستانم میگه پسر هموش دیروز رفته پژو ۲۰۶ رو خریده ۲۰۰ میلیون گفتم الان ۱۹۵ میلیونه قیمتش گفت چون کمه تو بازار ۵ تومن بیشتر داده خودرو رو زودتر تحویلش بدن .  خواستم بگم فقط مشکل از حکومت نیست کلا مشکل داریم .   #ایران_خودرو #سایپا #قیمت_خودرو #ارز #دلار #یورو #قیمت_ماشین,economy
10751,شتر سواری دولا دولا نمیشود نمیشود هم غر بزنی #کره نیست، هم متلک بیاندازی که قیمت #دلار افسار پاره کرده و سکه سر به عرش گذاشته؛ هم بگی #تحریم کاغذ پاره است و با #کدخدا پنجه در پنجه کنی. اخوی! وقتی به جنگ غول میروی نمیشه خیس نشی پس به جای متلک پرانی، حداقل زبان به کام بگیر!,economy
10754,در آخرین کارنامه هفتگی بازارها،بازدهی #بورس همچنان منفی و دیگر بازارها مثبت‌ هستند. اخبار احتمالا موثر بر #بازار_سهام : _اعلام حمایت حکومت از بورس _حمایت از بورس با منابع صندوق توسعه _الزام حقوقی‌ها به بازارگردانی _افزایش قیمت #دلار و فولاد  _حذف سهمیه ارزی و توقف صف خرید دلار https://t.co/QimsYWmXcs,economy
10755,مکالمه لورفته از دفتر #رئیس_جمهور حسن #روحانی : -قربان مردم بابت اقتصاد و #دلار و #بورس زیاد نق میزنند چکار کنیم؟ +تصویر دختران را جلد ریاضی سوم #دبستان بردار! -اوه مای گاد!عجب فکر بکری!بعدم بگیم سلبیریتی ها پوشش بدن درسته #قربان ؟ +آآآ باریک الله پسر خوب ! برو ببینم چه میکنی ها https://t.co/r9TfDiaroC,economy
10756,ما رکورد زدیم.... #دلار #ارز #خامنه_ای  https://t.co/ax1kFGFWDS https://t.co/YwtRIxfYur,economy
10757,#فوری  با این قیمت خودرو ما خواهان آزاد سازی واردات خودرو و صفر شدن تعرفه ها برای واردات هستیم   #گمرک #خودرو  #دلار #فوری,economy
10758,3/ وقتی هنوز قانونی نیومده که گمرکی بر اساس نرخ نیمایی محاسبه میشه منم نمیتونم چنین چیزی رو لحاظ کنم  تازه من قیمت هارو دست بالا حساب کردم فعلا با این وضعیت حباب #خودرو فوق العاده بالاست  #دلار #بورس  #حبابیون #اقتصاد  #اقتصادی  #ارز #طلا #مسکن,economy
10769,قیمت #سکه امروز در بازار تهران از ۱۲ میلیون تومان گذشت و هر #دلار #آمریکا تا ۲۵ هزار و ۷۰۰ تومان معامله شد https://t.co/CwkSSKJo20,economy
10770,انگار آمار #کرونا هم شد جز روزمره‌های #شبکه‌های_اجتماعی؛ مثل #دلار ۲۵هزار تومانی، مثل #کودکان_کار، مثل عاقبت بازماندگان #زلزله، مثل سرنوشت #کولبران، مثل #قیمت_مسکن، مثل #مافیای_کنکور و ده‌ها مورد دیگر. فعلا موضوع روز #تجاوز است و بعد از آن الله اعلم. #به_ما_خوش_آمدید https://t.co/hd1IAT1onq,economy
10771,من هنوز قیافه بچه های دهه ۶۰ که وقتی ما ابتدایی بودیم تو چشامون زُل میزدن میگفتن خوش به حال شما شد ما نسل سوخته بودیم یادمه! بیا‌ تو چشمای من نگاه کن،از خودت خجالت نمیکشی؟ تو با دلار ۲ ۳ تومنی ۲۰  تا ۳۰ سالگیت رو گذروندی،حالا دلت خنک شد؟ حالا راضی هستی؟ #دلار #دهه_شصت,economy
10775,همه کارهایی که ما برای ای‌تی‌اف و بورس انجام می‌دهیم برای این است که مردم بدانند جای سرمایه‌گذاری #دلار و #سکه نیست، جای #سرمایه‌گذاری #بورس و #نفت است. https://t.co/uz5RFV2zjF,economy
10776,اون ۲۵ اقتصاددانی که نامه نوشتن تیرماه و بورس رو عامل ایجاد #تورم و #گرانی ارز دونستن و کنترل #نقدینگی توسط #بورس رو منکر بودن کجا هستن الان بیان دنای ۶۰۰ میلیونی و #دلار ۲۶ هزارتومانی و #طلا ۱ م و ۲۰۰ هزارتومانی رو ببینن؟!  این هنوز اول ماجراست منتظر #پراید ۱۲۰ میلیونی هستیم!,economy
10777,سال ۱۳۸۹  یارانه =  ۴۰۵۰۰ تومان (شروع پرداخت یارانه) دلار =حدود ۱۰۰۰ تومان سکه = حدود ۴۱۷۰۰۰ تومان  پراید = ۸ تا ۹ میلیون تومان   سال ۱۳۹۹ یارانه =۴۵۵۰۰ تومان  دلار = حدود ۲۵۰۰۰ تومان  سکه = حدود ۱۱ میلیون تومان  پراید = حدود ۱۰۰ میلیون تومان  من =😳🤔😶  #بورس #دلار #خودرو #,economy
10778,بسیاررررر آراممممممم  #تورم  #سفره_انقلاب  #دلار https://t.co/x9ZZEMQ5U9,economy
10782,سیستم #اقتصاد مملکت خرابه و درست نیست مردم رو برای خرید و فروش #سکه و #دلار و هجوم به #بورس مقصر دونست. مردم ترس از دست دادن ارزش پولشونو دارن و دارن دنبال توپی که #دولت براشون قل میده میدون! تعداد خیلی کمی ازکودکان میتونن توی محیط ناسالم درست بار بیان,economy
10790,#حبابیون عزیز در کشوری که در چند ماه نرخ #دلار از ۱۸۰۰۰ به ۲۶۰۰۰ تومان می رسد، لطفاً از حباب #بورس و دارایی ها حرف نزنید. مشکل اصلی در چاپ پول و تحریم ها هست، نه در بورس https://t.co/EP133S7h2t,economy
10797,اقتصاد تحت کنترل #شیادان یه روز #بورس  یه روز #دلار  یه روز #سکه https://t.co/nRSZa7aeId,economy
10798,نوسانات قیمت #دلار و #طلا در هفته‌ای که گذشت. https://t.co/qjXwxrIBKy,economy
10799,تیر اروپا به دلار آمریکا/ طلا صعودی، دلار و #نفت نزولی   اظهارنظرهای خوش بینانه بانک مرکزی اروپا، #دلار آمریکا راتضعیف کرد و به افزایش قیمت #طلا منجر شد. همچنین با پرشدن انبار‌های ذخیره نفت و افزایش مبتلایان به کرونا در آمریکا، قیمت نفت خام روبه کاهش گذاشت https://t.co/N6ZkqMv4ku https://t.co/K6a02IfqdQ,economy
10800,عملکرد بازارهای مالی در هفته سوم شهریور ماه 99  #دلار #طلا #سکه #بورس  #تجارت_نیوز https://t.co/eNB4BrxJmi,economy
10801,ان ربک لبالمرصاد  #دلار #بورس #تحریم https://t.co/4GHAjDm1eo,economy
10804,برای سقوط سریعتر ج.ا و #فروپاشی_اقتصادی از پر کردن جیب ج.ا و تامین منابع مورد نیاز بشدت خودداری کنید برای حفظ ارزش سرمایه خود طلای مصرفی مارکت‌ها را برای استفاده بخرید ج.ا برای ادامه حیاتش نیاز به منابع عظیمی دارد که انرا از جیب مردم تهیه میکند کاهش نرخ #دلار بشدت به ضرر ج.ا است https://t.co/2okn8t7n3M,economy
10805,از بدختی ما رعیت به هیچ انگاشته شده همین بس که هر وقت #دلار از یک سقفی قیمت اش بیشتر می شود تمام همت رئیس بانک مرکزی اش می شود یک پست اینستاگرامی. #همتی_هم_دروغگوست https://t.co/6xLD0zqsMB,economy
10807,یه سناریو اینه که همونطور که واسه #بورس صف خرید درست کردن واسه #دلار هم صف خرید درست کنن، صرافی ها دلار رو به قیمت بالا به مردم بفروشند، دولت سروصدا کنه که معاملات قراره با #یوان باشه و دلار رو از چرخه خارج کردیم. بعدش صف فروش دلار ایجاد بشه و دولت دلار رو ۴۲۰۰ از مردم بدبخت بخره,economy
10809,#دلار ۲۵٫۶۶۰ فاکین تومن! آدم خنده‌ش میگیره بخدا😂😂,economy
10819,#حباب بازار #خودرو و ممنوعیت #واردات ! میخوام زیر این توییت قیمت تمام شده چند مدل خودرو خارجی رو از قیمت خرید با نرخ #دلار روز تا هزینه های گمرکی و پلاک و.. محاسبه کنم ببینید ممنوعیت #واردات_خودرو چه بلایی بر سر کل بازار خودرو کشور آورده👇 #ريتوييت_لطفا  #ریتوییت #اقتصادی #بورس,economy
10823,من حاضرم #پولیگامی هامو باش تاخت بزنم. مال من ۷۵۰۰ تومن خرجشه، مال اون ۷۵۰۰۰۰ تومن. صد برابر هزینه متریالش بیشتره! تازه طرح و رنگ پولامون به مراتب خوشگلتره از #دلار   #اوریگامی #ارزش_پول https://t.co/is6nCGOaEF https://t.co/XP0vzEfD0w,economy
10825,#شاخص_دلار_آمریکا (نمودار ماهانه) احتمالا ظرف چند سال آینده تا حدود عدد 100 رشد میکند و بعد یک سقوط آزاد چندین ساله را خواهد داشت. عدد فعلی 93. 1399.6.21 #دلار #US_Dollar_Currency_Index https://t.co/KLpkTqp3bE,economy
10828,@alhosseini اتفاقات پس ازاصلاحات سنگین بورس: هجوم مردم به بازارهای موازی بورس ازجمله: #دلار  #طلا #خودرو #مسکن  ودرنهایت افزایش قیمت اجناس و لوازم خانگی واجاره هاو افزایش تورم و ایجادآشفتگی درنظام اقتصادی کشور وپایین آمدن ارزش پول ملی (خروج هر1ریال پول ازبورس یعنی شروع یک #بدبختی ملی),economy
10829,بعدها تاریخ خواهد نوشت پدری  در ایران با ۳۰۰۰ تومان ماشین مدل روز در سطح جهانی خرید و فرزند آن پدر با ۳۰۰۰ تومان ۱ لیتر بنزین به ماشین از رده خارج در سطح جهانی زد!!!! زیبا نیست آیا؟ #تورم #اقتصاد #بورس_تهران  #نابودی اقتصاد #دلار #خودرو,economy
10831,"🕘 جمعه ۲۱ شهریور ۱۱:۴۵  دلار : ۲۲,۴۵۲ یورو : ۲۶,۶۴۴ درهم : ۶,۷۱۰ تمام سکه : ۱۱,۹۹۱,۰۰۰ طلای ۱۸ عیار : ۱,۱۵۴,۰۰۰ بیتکوین : ۲۷۴,۰۰۰,۰۰۰ اتریوم : ۹,۷۰۹,۰۰۰ ریپل : ۶,۴۰۰ دلار وبمانی : ۲۶,۴۰۰  #ارز #دلار #سکه #طلا #بیتکوین #وبمانی #ریپل",economy
10832,محمد فربد عضو هیات مدیره انجمن فرآورده‌های لبنی خبر داد که کره از گروه کالاهای مشمول ارز ۴۲۰۰ تومانی خارج شده و با ارز نیمایی وارد می‌شود. به گفته او قیمت #دلار در سامانه نیما اکنون حدود ۲۱هزار تومان است و قیمت هر قالب ۱۰۰ گرمی #کره حداقل ۱۵ هزار تومان خواهد شد. https://t.co/NnFK8c0uBe,economy
10833,بحمدالله بعد از چند سال جلسه و رایزنی عکس درون کتاب را از وجود نقاشی نفوذی های کتاب کودک پاکسازی کردیم،#دلار و #فساد و #پراید و #تورم هم فعلا خسته ایم تا ۴۰سال اینده https://t.co/oOeqSk88CY,economy
10835,#رئیس_بانک_مرکزی در جدیدترین پست اینستاگرامی نوشت: هدف من از این نوشته ها ارائه شفافیت در کارها بوده است.  یک نگاهی هم به تأثیر این پستها در بازار سال گذشته شود بد نیست. احتمالا اگر همین کاربرای ۶ماهه گذشته تکرار شود نتیجه جالب باشد. #دلار #ارز #بازار #عبدالناصر_همتی #بانک_مرکزی https://t.co/WS0S0ViZaG,economy
10836,مگر بازار ارز چند اخلال گر دارد که هر بار با گران شدن #دلار تعدادی دستگیر می شوند ؟! چرا تمام اخلال گران یک دفعه بازداشت نمی شوند تا بازار ارز به ثبات برسد ..... https://t.co/q4QU9ZMsPq,economy
10838,واقعاً نمیتونم درک کنم که چطور میشه که یک ملت به کاهش پنجاه درصدی ارزش کل زندگیش در ۶ ماه(از فرودین ۹۹: دوبرابر شدن قیمت #سکه ، رشد ۷۰ درصدی #دلار، #پراید ۱۲۰ تومنی، دنای ۵۰۰ تومنی و...) هیچ واکنشی نشون نده. اما برای تغییر عکس جلد #کتاب_ریاضی خودشو جرواجر کنه؟! #گرانی,economy
10839,این عکس چی.. حتما میخاین بگین این یکی صورتش خیلی خلوت بود، متخصصان زیبا شناسیمون گفتند شلوغش کنیم آره؟ #دلار #اعدام_نکنید #مدرسه https://t.co/VyotKNG7zW,economy
10840,@alhosseini تاثیر نامه شما آغایان مغرض در رشد #دلار و به تبع تورم مشهود است، شاخص #بورس نیز متاثر از این رشد، بیشتر می شود. البته بورس ضربگیر خواهد بود ولی در کل معاملات جامعه شاهد تورم‌ میشویم که نتیجه اظهار جهل شماست,economy
10841,اگه اختلال در نظام بانکی به حساب نمیاد ما بگیم دلار شده ۲۵۷۰۰ #دلار  #دولت_ناکارآمد,economy
10842,اینقدر که #اینترنت_ملی ترس داره #دلار ۲۵ تومنی نداره ... https://t.co/K8fqexrtXc,economy
10845,درشرایط فاجعه فعلی فقط درصورتیکه پس‌اندازی ریالی دارید یاباوجود همه هشدارها!درگیربلانسبت #بورس جاعش بوده وحال توانسته‌ایدبخشی ازسرمایه‌تان رابیرون بکشید #دلار یاطلابخرید ورنه بچشم پیشه!وکسب سود واردبازار دلالی سکه/ارز شدن،پرکردن کیسه ازفلاکت جمعی۱ملت است نه شمّ اقتصادی بالای شما!,economy
10846,خیالمون راحت شد ! #دلار #گران شد مسیرهای نیست #پیاز ۳۰٪ارزون شد قبلا ولی ۳۰۰٪ گران شده بود,economy
10847,@eghtesadirani مجلس گفته بود معاملات مشکوک برخی حقوقی ها را که منجر دامن زدن به افت بازار شد را بررسی میکند، به نظر اگر رابطه نگارندگان آن نامه کذایی هم با افت بازار و رشد #دلار و ‌#حباب_مسکن و #حباب_خودرو بررسی شود بعد نیست. #بورس  @Khandoozi_se @GhazizadehSA @Alizadeh_info,economy
10848,اینم چهره من در برابر گرونیهای افسار گسیخته و بی پاسخ این روزها😂😂 #دلار  #خودرو  #مسكن  #لبنیات https://t.co/TKT6i9o7H1,economy
10850,"تحلیلی بر شاخص #دلار :دلار یک breakout داشت هفته پیش و اونم رسیدن به بالاترین قیمت ثبت شده تا کنون. روی گراف شکاف بوجود آمده روی تاریخ August 11 رو مشاهده کنید. حرکت از اون نقطه تا الان bullish یا افزایشی بوده. مطابق wave theory, کاهش قیمت حدود 7 تا 10 درصد نقطه خرید خواهد بود... https://t.co/14wDNM0gNe",economy
10855,ارزش کل بازار #بورس ایران با #دلار ۲۴ تومانی برابر است با ارزش بازار شرکت دیزنی، برابر با عدد ۲۴۰میلیارد دلار! . ارزش بازار دیزنی ۱۲ صدم ارزش بازار شرکت #اپل به بهای ۲ تریلیون دلاره! . ارزش بازار اپل فقط ۵ صدم ارزش کل بازار  #سهام #امریکا به ارزش ۳۷ تریلیون دلاره! . ۶ هزارم!,economy
10856,ایر #کانادا قصد داشت ایر #ترانست را به مبلغ 720 میلیون #دلار خریداری کند که با تحولات ناشی از پندمیک #کرونا امکان این معامله بسیار ضعیف شده! https://t.co/9snnayDlFi  @airtransat #AirTransat #AirCanada #cdnecon #cdnpoli #Transat #covid19 #covid_19 #covid19canada #coronavirus,economy
10857,"همواره قدرت خریدمون و ارزش پول ایران کمتر میشه؛ ولی گرانی، وخیم بودن وضعیت کرونا و قیمت طلا و دلار بالاتر میره!!!  #قدرت_خرید #قدرت_خرید_مردم #گرانی #طلا #دلار #کرونا #ارزش_پول @ Tehran, Iran https://t.co/XOPUhP5MBx",economy
10858,اولا اومده بودم ۲۵۰ #دلار برای هایلایت خیلی به نظرم میومد. الان به نظرم منصفانه است. عوض میشن آدما,economy
10859,قیمت #طلا، #دلار، #نفت / پنجشنبه 10 سپتامبر https://t.co/lUdJanbIvG  #cdneconomy #canada #canadiandollar #usdollar #markets #oil #crudeoil #gold #goldprice #energy #gas #USD #CAD #economy #USDCAD,economy
10867,+عزتی چرا حالت خوب نیس چی شده؟   - [بغض] خوبم! چیزی نیس!خیلی همه چی گرون شده مهندس! میگن #دلار که ارزون بشه درست میشه! نه؟  + [ناراحت] امیدوارم که زودتر بشه، حالا اگر نشه برمیگردی کشورتون؟  - [ناامید] کجا برم؟؟ با کلی #امید و #آرزو اومدم #ایران   #مهاجرت,economy
10868,قابل توجه دوستان #دلار تا قبل #آبان_ماه سی هزار تومن را رد میکنه این پیشگویی #رائفی_پور ی من اگه درست از آب در اومد همه تون باید به من ایمان بیارید😂😂😂😂😂😂 https://t.co/F3kebzLZmL,economy
10869,پسرم این #تخم_مرغ هست ... قبلنا همه میتونستن بخورن الان فقط برای کسایی که بالای ۵ میلیارد در روز حقوق دارن تولید میشه. #ما در سال ۱۴۰۰. #دلار,economy
10877,🔹پراید ارزان است و 6000 دلار می ارزد  🔹محمدرضا نجفی‌منش، رئیس انجمن صنایع همگن قطعه‌سازی گفتند:  همین حالا اگر بخواهیم پراید را صادر کنیم، مطمئن باشید به قیمت ۶۰۰۰ #دلار از ما می‌خرند.  آقا ما اصلآ راضی به ضرر شما نیستیم ، #صادر کنید لطفآ و #واردات_خودرو_را_آزاد_کنید,economy
10878,@mostafatajzade آقتی تاجزاده #دلار  چند؟؟؟  هنوز  5تومن نشده؟ راستی #دختران_ایران ورزشگاه میرن؟ چونان رونق اقتصادی اتفاق افتاده یا در حال گشایش تشریف دارین؟ #علی_برکت_الله,economy
10884,کاش یدفعه #دلار رو میکردن صد تومن و تا چند سال همینجوری میموند تا ما حداقل تکلیف خودمون رو بدونیم...نه اینکه با این نوسانات و بوجود آوردن یک آینده ی نامعلوم با روح و روان ماها بازی کنن...,economy
10885,"سوتی معلم های مجازی در ""شاد"" فقط اخری 😅 #لبنان #بیروت #دلار #رستاخیزایرانی https://t.co/YtxlTSM1Mr",economy
10887,قرون وسطی و گالیله اعتقادات اروپا رو تصحیح کرد طاعون بهداشتشون رو بهتر کرد انقلاب صنعتی و کار زندگیشونو بهتر کرد جنگهای جهانی احترام متقابلشونو بیشتر کرد تا رسید به قرن بیست!  الان این بلاهایی که سر ما داره (#دلار و #طلا فقر و اینا ) میاد برای نسلای بعد خوبه منتها ما پاره میشیم,economy
10892,باز #دلار در #ایران گران شد؛ دولت روحانی، ناتوان در ثبات ارزش ریال https://t.co/DXQJl6k78Z,economy
10893,🔹#یورو با افت هفتگی ۷%-🔻تعداد موقعیت‌های خرید، عامل اصلی تقویت اندک #دلار است، لکن در مقابل نگاه سرمایه‌گذاران بازار ارز به #ین و #دلار_استرالیا و #نیوزلند و #دلار_کانادا بهبود هفتگی دارد👌 #دلار #می_متالز #کامودیتی  ☑️ @me_metals ۱۶ شهریور ۱۳۹۹,economy
10894,🔘بهبود اندک در چشم‌انداز   🔹شورای نظارت بر معاملات سلف آمریکا #CFTC می‌گوید که تعداد موقعیت‌های فروش #دلار این هفته به میزان ۱ میلیارد دلار کاهش داشته، لکن همچنان در محدوده رکورد ۳۴ میلیارد دلاری می‌باشد https://t.co/ba6nAipHhy,economy
10898,اوضاع جوری شده که حتی نمیتونین جمع کنیم بریم  #دلار,economy
10899,خواستم بگم هفته بعد #دلار تو کانال ۲۷ هزارتومانی خود حرکت رو به رشدشو ادامه میده .لابه‌لای عکس #کتاب_ریاضی به اونم حواستون باشه,economy
10900,تنها واژه‌ای که در مورد بسیاری از طرح‌ها و ایده‌های اجرا شده دولت در یک سال و اندی اخیر به ذهنم می‌رسد، «جیب‌بری از ملت» است. و مردمی که تشنه پیمودن «ره یکساله در یک‌شب» هستند بهترین طعمه این جیب‌بری! :( #بورس #دلار #مسکن #خودرو #وام #فروش_نفت,economy
10901,🔴#اقتصاد تحت کنترل شیادان! یه روز #بورس  یه روز #دلار  یه روز #سكه و جدیدا هم  #هدیه,economy
10902,@mohammadsedig68 @hoghooghdan1 واقعا؟! فک نمی کردم هنوز کسی وجود داشته باشه که بخواد مجددا به روحانی و دار و دسته اش اعتماد کنه فکر کنم هنوز از قیمت #دلار و .....راضی نشدین، نه؟,economy
10908,#سکه 12 میلیون #دلار 25.700,economy
10916,اين ريمايندر فيسبوك عجيب چيزيه  پست ٨سال پيش  #دلار ٢٦٠٠ تومن بود و شاكي بودم 🤦🏻‍♂️ امروز يه صفر ناقابل اومده جلوش و خب ديگه غر نميزنم فقط تمركز كردم روي زودتر خارج شدن تا يه صفر ديگه جلوش نيومده 🤦🏻‍♂️ https://t.co/EDaFa3HE5u,economy
10921,#دلار 💲💵  ۱۰۰ تومن شد👑 #دلار 💲💵 #هزار_ریال #پهلوی👑 #ما_پیروزیم✌️ #سیدعلی_گدا 🇮🇷 تا به کِی؟‼️#حکومت_با_حقارت‼️ https://t.co/sqa2yMlARR https://t.co/1hONYNB1PY,economy
10922,مدیرعامل و مسئولان باشگاه تاکید دارند که بازگشت استراماچونی از لحاظ مالی به مراتب بهتر از این است که او نیاید و کلی #دلار بابت قرارداد و غرامت بدهیم. بنابراین حضورش به‌صرفه‌تر است. ما که استاد بازنده بودن در پرونده‌ها هستیم، حداقل در یک مورد جلوی زیان بیشتر را بگیرید./۶ #استقلال,economy
10925,معاویه از طرف خودش به بچه های شامی بره گوسفند هدیه میداد و وقتی بره بزرگ میشد به اسم حضرت علی(ع)از بچه ها بزور میگرفت خلاصه که دولت این روزا کارایی رو میکنه ولی به اسم جمهوری اسلامی ثبت میکنه #جلد_کتاب_درسی #دگماتیسم #دلار #تلگرام #بنزین #و,economy
10928,سکه شد ۱۲ میلیون!!! _آیا به نیت ۱۲ امام؟ خیر چون نیت ۱۴ معصومه #سکه #طلا #دلار,economy
10935,قیمت #دلار دوباره افتاده توی آسانسور و با سرعت داره بالا میره نمایندگان محترم #مجلس وقتی قیمت به خدا تومن رسید دیگه استیضاح بی‌فایده نه ولی کم‌فایده میشه؛  الآن شاید بشه با فشار به مسئولین مربوطه و ارائه راهکار کارشناسی جلوی بیشتر شدن مشکل رو گرفت  مردمی که به شما رای دادن منتظرن,economy
10938,اخبار کوتاه (چهارشنبه 9 سپتامبر): ــ اعلام نرخ بهره توسط #بانک مرکزی #کانادا ــ کمک به بیزینسهای متعلق به سیاه پوستان کانادا ــ #انتاریو، مهاجران جدید و #کرونا ــ کنسل شدن اتوبوسهای مدارس در انتاریو ــ #واکسن کرونا؟ https://t.co/PSnPfyOKgt  #bankofcanada #covid19ontario #covid19 https://t.co/J5O37qZkGk,economy
10940,نرخ بهره پایه نرخی است که #بانک مرکزی به بانکهای #تجاری #وام می دهد و بانکهای تجاری با افزودن حق العمل و سود خود بر آن نرخهای وامهای مختلف به مصرف کنندگان را، نظیر نرخ مورگیج، تعیین می کنند.  https://t.co/vE5siEE5l4  @bankofcanada @banqueducanada #cdnecon #economy #cdnpoli,economy
10941,#بانک مرکزی اعلام کرده که فروش ارز اسکناس را در #صرافی ها متوقف کرده است، باید از بانک مرکزی پرسید در زمانی که سفرهای خارجی تعطیله ،اصلا چرا تا کنون ارز می فروختید؟ #اقای همتی که کارت بازرگانی صادرکننده را برای رقم های ناچیز تعلیق می نماید، جرا میلیونها دلار ارز کشور را هدر داده.,economy
