number,tweet,label 
15133,بی‌بی‌سی فارسی خبر از فراخوان صدها نفره‌ی گروهی از هنرمندان سینما، موسیقی، تجسمی، تئاتر، و شعر و ادبیات از مردم برای حضور در خیابان‌ها و بویژه میادیان انقلاب و آزادی خبر داد. #بهار۹۹,cultural
44356,@Daniel_philos اگر منظور اصول مانند نبوت و توحید و... ست که خب کسی در این ها دست نمیبره اینا جز ذاتیات اند. هرچند در باب همین اصول هم بحث های فراوان در طول تاریخ شده مثلا فلاسفه توحیدشون با صوفی ها فرق میکنه. حتی حدس غیر علمی من اینه که مثلا شاید یه قرن بعد روی این سه اصول دین توافق شده باشه.,scientific
2296,@hazrateabbas داداش معروفو دست کم نگیر ناموس والیبال ایرانو متحول کرد.,sport
17280,@pari42370660 @clk_sina @bbcpersian فرهنگ سینما و سینما گرای ما هم تقلید از هالیووده,cultural
21732,شبکه طلا و ارز -  نرخ رسمی ارزهای بین بانکی 29 بهمن: بر اساس اعلام بانک مرکزی هر دلار آمریکا برای امروز سه شنبه بیست و نهم بهمن ماه ۹۸ بدون تغییر نسبت به روز گذشته ۴۲ هزار ریال قیمت خورد. همچنین در روز جاری هر پوند انگلیس با کاهش ۱۹۲ ریالی به قیمت ۵۴… https://t.co/uvtgjYYYRn https://t.co/8Unginzg9x,economy
26533,@mat_ryo_sh_ka @raminium با شناختی که من از رامین دارم و اون خود آموزی ای که داره موفق میشه .... تازه من رو آموزش های رامین دل بستم:))))),scientific
21981,@behzad49740849 @IraniMahbanoo ای بابا... نگید تورو خدا داعش کدوم خریه...سیاه بازی ج.ا رو همه فهمیدن قربان... تو این بازی دزد همون پلیسه,politics
41576,@AmirOmidnejad در پایگاه تی فور تعدادی از نخبگان هوافضا شهید شدند... شهید لطفی نیاسر هم یکی از این شهدا بود...,scientific
19346,@m_banoooo @syjebraily1 همینو میپرسیم جواب نمیدن میگیم کیا عصو مجمعن جواب نمیدن میگیم چطور این افراد جمع شدن جواب نمیدن میگیم به چه حقی برای بقیه تعین تکلیف کردن لیست دادن جواب نمیدن میگیم معیارها چیه جواب نمیدن حرفاشونو بعد انتخابات میگن که دیگه نوش دارو بعد از مرگ سهراب میشه,health
21702,معنای  «افسار گسیخته» تو لغت نامه دهخدا باید بشه قیمت طلا!!! 537000تومان!!!😲😲😲,economy
19366,@noxnox000 ننوشته بدون استفاده از چاقو و وسائل جراحی، فقط دارو نمی‌خواد.,health
5484,@2018_mviii ایده خوبیه تقریبا بجز اون فیچرای سلامتی و ورزشی، چیز اضافه‌ای برا ارائه ندارن این گجتا,sport
15055,@ervinrommel1 خب حذفش از تئاتر و سینما که مربوط به فعالیتای سیاسیش بود,cultural
21615,شبکه طلا و ارز -  طرح شتاب زده تبدیل خودرو‌های بنزینی به گاز سوز: به اعتقاد کارشناسان مردم کشور کمترین اطلاعی مبنی بر عواقب تبدیل خودرو‌های بنزینی به گاز سوز ندارند و حتی تست مخازن و بازرسی‌های ادواری هم انجام نمی‌شود. در طول چند ماه اخیر افزایش قیمت… https://t.co/Q6E0WCAUIa,economy
4767,در قضیه Jak 3 D دو چیز مهم ثابت شد: 1- استقلال کثیفترین تیم فوتبال تاریخ ایرانه که برای قهرمانی به هر چیزی متوسل میشه از خرید داور گرفته تا دوپینگ و رشوه 2- استقلال تیم حکومتیه که با وجود اثبات این کثافت کاری هیچ یک از مطبوعات جرات پرداختند به اون را نداشتند خدا جای حق نشسته,sport
15985,تیزر #فیلم «#آتابای» (#نیکی_کریمی) با آهنگسازی #حسین_علیزاده و بازی : #هادی_حجازی_فر، #جواد_عزتی، #سحر_دولتشاهی و ...  این فیلم، در بخش #سودای_سیمرغ سی و هشتمین #جشنواره_فیلم_فجر حضور داشت https://t.co/MMpZhteLgJ,cultural
3392,@OGS_ORG @RedDevil_UR اونی که گفتی رو نمی‌شناسم زیاد. ولی گریلیش چند تا مزیت داره. چند پسته است. قدرت رهبری داره. حفظ توپش خوبه. تجربه لیگ برتر داره. و منچسترم دوست داره.,sport
33623,@bahramgour ویکتوریا state of disaster اعلام شده، چون روزی چند صد تا کیس جدید کووید ۱۹ پیدا شده.,health
3460,@immahyar بیا تو به من کنترل سگ اخلاقی رو یاد بده من به تو شنا یاد بدم :))),sport
895,@khashayar2607 @Ariairani48 @afshinsh15 احتمال اینکه بمب اتمی یا هیدروژنی بوده زیاده اما احتمال قویتر اینه که توسط دستگاههای اطلاعاتی روسیه منفجر شده باشه مبدا هم یحتمل جمهوری های تازه استقلال یافته باشه قزاقستان میتونه یکی از گزینه ها باشه چون یه ایران اتمی بمراتب برای روسیه بعنوان همسایه جنوبیش خطرناکتر است تا آمریکا,sport
25509,و این یعنی نظریه بیگ بنگ اشتباه بوده؟ یافته‌ای جدید درباره چگونگی پیدایش منظومه شمسی: ناسا می‌گوید تحقیق جدید تئوری غالبی را رد می‌کند که می‌گوید این سیاره‌ها پس از برخورد با یکدیگر توده بزرگتری را به وجود آورده‌اند و جهان کنونی را تشکیل داده‌اند.   https://t.co/bYkvXRVdOn,scientific
4185,شهرداری چاریکار میدان ورزشی فوتسال را به بهره برداری سپردند! میدان ورزشی فوتسال به هزینه ۲ میلیون افغانی، ازسوی شهرداری چاریکار، در مرکز پروان ساخته وبه بهره برداری سپرده شد. شاه ولی شاهد معاون ولایت پروان، ورزش را یکی از راه های رسیدن به صلح میداند. #parwan  #Development https://t.co/ztYV5r5Rnh,sport
2789,@bigmag خیلی بازیاشون کسل کننده است حاجی! هیجانش در حد لیگ برتر ماست:-)) ولی فکر خوبیه یه بار باید بریم👍,sport
33181,سخنگوی وزارت بهداشت: متاسفانه در 24 ساعت گذشته، 185 نفر از هموطنانمان بر اثر ابتلا به بیماری کووید 19 جان خود را از دست دادند.,health
24903,از #سنگ صدا ميبرايد ولى از مسوولين حكومتى از محترم رييس جمهور گرفته تا پايين ترين مقام حكومتى و فرهنگى كشور صدا نميبرايد.  آيا ارزش #مولانابلخى نزد ما افغانها همين يك قفس آهنين است؟ زادگاه ويرانه مولانا روبه فروپاشى است😢 #Rumi @ashrafghani @massoudiyaan @DrabdullahCE @KarzaiH https://t.co/94hXtlsJtI,cultural
10625,@EtehadIrani تا استبداد رو چگونه معنی کنیم! و همینطور شرایط آن زمان دسیسه توده‌ایها( کی جی بی) و سم پاشیهای ملاها و خیانت پسمانده قجرها و ملاکان و سلاطین قبیله‌ها و کارشکنی بیگانگان و همسایه های مترصد فرصت ... اگه همه رو جمع بندی و عمیقتر به کل صفحه نگاه کنید شاید نتیجه دیگه‌ای بگیرید.,politics
9321,"#سمفونی_ویوالدی بعد از رفتن یک دیکتاتور از یک کشور در هیچ جای دنیا بلافاصله دموکراسی حاکم نشده، بلکه مدت طولانی ستیز مانده است در فکرها، تربیتها، خانواده ها، اجتماعات، ادبیات، علوم مختلف مثل روانشناسی اجتماعی, جامعه شناسی و سیاست. گاهی فکر میکردی بهار نزدیک است ولی دوبار سرد شده!",social
32908,@K_aReN_0 کیر تو لاغری :(,health
13715,امشب ساعت ۰۰:۰۰ #انتخابات #مجلس یازدهم به موضوع نیاز حکومت به مشارکت می‌پردازد مهمانان: شهرام خلدی، مدرس تاریخ و علوم سیاسی، آرش جودکی، نویسنده و پژوهشگر فلسفه، همن سیدی، پژوهشگر مطالعات خاورمیانه و احسان حسین‌زاده، حقوقدان @shahramsk @arash_joudaki @hemnseyedi @Ehsan_Hoza https://t.co/9oXyoa7S8o,politics
3284,از سردی و گرمی و دکتر علفی بیزارم. شروع مرضم کوچک بودم و خام. مثل توپ پینگ پنگ منو از این سر شهر به اون سر شهر می‌بردن و میاوردن. تا از یه جا جلوی همه ایستادم و صحبت از طب سنتی رو ممنوع کردم. هیچی نبود جز رنج و دروغ. https://t.co/8hb88xYPv0,sport
26007,@be_sooye_zohoor @MojtabaNorouzii تنها نماینده که به کمپین دیدبان شفافیت پیوستند تنها نماینده ای که حاضر شدند به جای مونولوگ و شعار های قبیله ای در یک محیط علمی و در دانشگاه مناظره به دیالوگ و گفت وگوی رو در رو بپردازند چرا سایر نماینده ها حاضر به حضور در مناظره نیستن تنها مرد میدان که مردونه هستن ایشونن https://t.co/3idKGG01Ci,scientific
17132,@TAnsariyann این موضوع ارتباطی با سهمیه ۶۰ لیتر بنزین ماهانه خودرو ندارد. طبق این طرح قیمت بنزین یارانه نقدی معادل این ۴۰ لیتر بر اساس فوب خلیج فارس است و شناور خواهد بود و هر وقت قیمت بنزین بالاتر رفت باید یارانه آن نیز افزایش یابد.,politics
15,@jeremy_7mnz پرسپولیس ✒💉,sport
25385,این همه درس خوندیم، المپیاد نجوم دادیم، هیچی به هیچی، آقااا صدف بیوتی دعوت شده ناسا🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ ای خدااااااااا,scientific
4459,باب اسفنجی در شهری زیر دریا زندگی می کند که Bikini bottom نام دارد.لغت Bikini در زبان انگلیسی به معنای مایو (لباس شنا) زنانه است و در اصطلاح به نوعی رابطه سکسی گفته می شود که در آن پوشش زن در حد مایو باشد😢. https://t.co/ICs3ONaaFu,sport
9176,@MedianEmpire8 من با اینکه مخالف اسلامم  اما فکر میکنم  بعد براندازی باید با آموزش و روان درمانی این معظل اجتماعی حل بشه,social
103,@afkhomand متوجه هستم ، مرتب من با استاندارد دوگانه مشکل دارم وگرنه ما فوتبالی میدونیم پرسپولیس و هر تیمی برند و نامش قربانی شوره زار لمپنیسم مدیریتی کشور هست .,sport
16732,@SalehiHamidr @sadjad_ir @Pindash_ به نظرم مسئله مهم داشتن برنامه کوتاه مدت و میان مدت برای کاهش تدریجی اثرات شیوع #ویروس_کرونا بر همه بخشهای #اقتصادی کشورها می باشد. این امر هم نیازمند داشتن سیاست خارجی فعال و پویا و هم چنین منابع مالی کافی می باشد.,politics
21893,@rkhjhp خب دقیقا این یعنی خر داغ کردن، اینکه بالاخره هر کسی رو به هر ترفندی شده راضی کنن، ج.ا دستش به خون افراد زیادی از افغان ها آلوده است,politics
4315,@dokhtaroo_shz اگه توش شنا میکردی اونوقت یه چیزی,sport
18904,@cyclamineae خیلی هم خوب. مشکلات نهاد خانواده یک حقیقت هست، و این هم که جایگزینی براش وجود نداره یک حقیقت. من شخصا معتقدم مشکلات این نهاد از راه آموزش و قانون قابل پیشگیری/درمان هست. یک کامنت جالب هم داشتید که کلا تولید مثل نکردن رو یک راه حل دونسته بودید. قبلا هم این رو شنیده بودم، و خوب...,health
755,#سرما خوردگی #الکی👌 #کرونا در #استقلال !!!!! https://t.co/AX0nn4R8QU,sport
33000,@avaatic خب مگه بده لاغری,health
8158,ی زلزله ریزی رو پشت سر گذاشتیم ما 😬,social
44071,@pari_lib بانو من از شما سوال دارم  به نظر شما قرآن با وجود بیش از ۳۰ اشتباه علمی کتاب خداست؟  #اعتصابات_سراسرى,scientific
16765,@__diya_tena چه جالب،اونایی که کار فرهنگی میکنن،اونام دبّه میکنن:)),cultural
24776,@AAAA1zzzz @Cd_74_ @_gessily کلمه دیتا بیس به گوشت خورده؟! اگر نخورده، لطفا بیشتر مطالعه کن در زمینه تکنولوژی و هوش مصنوعی.,scientific
17173,🔴 پنیر سفیدروزانه؛ بعد از آبان سال قبل که بنزین گرون شد و گفتن هیچ کالایی گرون نمیشه، این چندمین باره که افزایش قیمت داشتن آخه بر چه مبنایی؟ یعنی اصلا رسیدگی نمیشه؟  کمر مردم زیر بار گرونی‌ها داره میشکنه...  نبض بازار https://t.co/nji9D8tkoj,politics
3191,@pep30colah @ShEstakhri اون لاك چون ابي بودم گذاشتم رفته بودم تماشاي فوتسال در ضمن جناب استخري منو ديدن و ميدونن من خيلي زشتم هيچ ادعايي هم ندارم حتي اين عكسمم فتوشاب نيست خودمم !حالا متوجه شدي يا بيشتر توضيح بدم,sport
30070,🎭کت بده...کلاه بده... بمب به اسم غذا بده!!! ادبیات جمزوری اسهالی: بنویسید غذا..! بخوانید سلاح..!  بنویسید دارو..! بخوانید دلار..! #اعتصابات_سراسری #اعتراضات_سراسری https://t.co/EFqwMZmiQc,health
18782,@mb_ghalibaf آقای قالیباف رفیقتون سردار سلیمانی برا امنیت منطقه جنگید و حتی برای کشورهای همسایه آرامش آورد شما هم لطفا برای داوطلبا آرامش بیارن و از کشتارگاه ایجاد شده جلوگیری کنین #قاليباف_کمک  #طرح_دوفوریتی_تعویق_تمام_کنکورها,politics
23760,@Jesspinkman021 کارت سوخت؟ آخوند؟ احمد جنتی و علم الهدی؟ صادق خلخالی! دادگاه؟ قاضی؟ حراست دانشگاه؟ نیروی انتظامی؟ عزاداری؟ پراید؟,economy
12680,200متر اپارتمان شیک در 1500متر زمین **بازسازی کامل **3 خواب مستر **هرسه خواب کمد دیواری **ایرانی و فرنگی **گرمایش پکیج **200متر تراس **پارکینگ ب https://t.co/fuqs4SkFs3 https://t.co/L6NJ6v1UrK,social
17454,نحوه درمان کرونا در کره شمالی رفیق  فابریک خامنه ای دیکتاتور جنایتکار https://t.co/jAt9xH3uSu,health
10115,پيروزي جمهوریت بر ملت افغانستان مبارك!  پيروزي جناب محمد اشرف غني رييس جمهور منتخب كشور را به مردم شريف كشور تبريك مي گويم مطمين هستم كه تحت رهبري و مديريت جناب ايشان افغانستان فصل مهم شكوفايي را تجربه خواهد كرد. وحدت وهمدلي ملت بزرگ افغانستان در حمايت از نظام است. https://t.co/NrNEqavIou,politics
17682,@farshidk_ir @ir_rezaee ۶ و از رفسنجانی تا روحانی هیچکدام از اینها برای حرف و نظر رهبر تره هم خورد نمیکنند بلکه کنایه هم میزنند مردم تا بحال انتخاب پس از انتخاب گول خوردند..و رهبر حق دخالت ندارد وقتی که مردم انتخاب میکنند. ولی این باعث میشود که رهبر پی در پی سالهاست که فقط تلاش میکند تا اصل نظام حفظ شود,politics
26541,@saaahraaa88 یاد گرفتید؟ مثل من که تنبل نبودید؟ من یه سری ویدئو آموزش رقص آذری هم دانلود کردم 😂,scientific
15245,@hootanstayshfar مردم باید به تئاتر برگردن به نظر من. اندیشه ای که الان تو تئاتر ما حاکم ه کاملا وارداتی ه. عمده ی نمایش نوشته ی نویسنده قرن بیست - بیست و یک اروپایی ن. از یه طرف هم نمایش ایرانی واقعا حرف خاصی برای گفتن نداره چون تالیفی نکرده و همیشه یک سری آئین سنتی ه نسل به نسل منتقل شده س,cultural
44169,به زیور نشر آراسته شده است. از آنجا که @mehran_fatemi ادعا کرده که بعضی اساتید معتبر کشور نیز در این ژورنال مقاله منتشر کرده اند، باید خفت آنها را هم گرفت. این ژورنال با ارزش علمی در ابتدای سال 2019 از دسترس خارج شده و جمع مشتاقان تقلب از مزایای آن محروم شده اند 2/3 #بذرپاش_گیت https://t.co/Pn6WyRceof,scientific
19220,@Farid84150783 @catherine136990 چون خودشون یا یک مشت سایبری آخوند زاده هستن یا یک مشت چپول بی خاصیت که تنها راه پیروزیشونو در تخریب همین یک چهره محبوب سیاسی ایران میبینن.,politics
1446,جوری میگن شاهکار وزیر در انتخاب  عضو هیئت مدیره استقلال  انگار هدایتی و زنوزی و انصاری و بابک زنجانی از جیب من در اومدن و سر از فوتبال در اوردن,sport
22335,از امروز ماسک زدن تو خیابونای شلوغ اینجا الزامی میشه و نداشتنش جریمه سنگین داره.  توریست، زیاد اومده و موج دوم کرونا هم همراهش آورده‌. فکر کن مجبوری تو خیابون ماسک بزنی، اما همونجا غذا یا درینک اوکیه. یا مجبوری تو ردلایت استریت ماسک بزنی اما وارد مغازه شی باید بِکَنی. عجیبه😅,cultural
34092,به دعوت دوستان منم به چالش #ماسک_بزنیم پیوستم  شاید یکی دونفر به خودشون اومدن و سلامتی خودشون و اطرافیانشون براشون مهم شد ... #مریلین #ماسک  #COVID19 https://t.co/GUjHT8fMY4,health
8625,قبل ازواقعه غدیر،دستورغیرعلنی خداوندبرای تعیین جانشینی علی (ع) داده شد.عایشه خبررابه پدران خود دادومنافقین نقشه قتل پیامبر(ص) کشیدند.دراین لحظه این آیات نازل شد: آنچه رامأموریت داری، آشکارا بیان کن؛ و از مشرکان روی گردان، ما شراستهزاء کنندگان را از تو دفع خواهیم کرد. #LiveLikeAli,social
40502,با توجه به اینکه ، انبار گندم بیروت ترکیده  احتمال گرون شدن گندم و #نان داخل ایران هست از امشب تمام واردات #گندم سعید حجاریان مستقیم به بیروت ارسال میشه 😂😂😂😂 #بيروت_لبنان  #بيروت  #هفت_تپه,economy
23020,رئیس بانک مرکزی: تصمیم اجلاس FATF تاثیری در بازار ارز ندارد/ دلار باز هم به زیر ۱۴هزار تومان برمی‌گردد,economy
10204,سه چیز هیچ کاربردی نداره  ۱_ آپاندیس  ۲_ سنگ کلیه  ۳_ رئیس جمهور در ایران  #راي_بي_رای,politics
3716,@mohammadnikunam @EsmailAkbari2 @javadmolavii @ghatreh_ir @IsraelPersian ببین: اگه تمام فلسطینیا هم از ما بدشون نیاد، ما قسم خوردیم اینا رو از #فلسطین بندازیم بیرون. حالا خواستن با پای خودشون برن یا #شنا کنند اختیار با خودشون. مرگ بر #اشغالگران و مدافعان #نژادپرستی و #کودک_کشی و #تروریسم_جهانی. #Child_Killer #Zionist  #Learn_Swimming  #FreePalestine,sport
2968,@prrniann @PokaaYokeee خوب شد هرچه زودتر خدافظی کردی با بسکتبال تا خودتو ناقص نکرده بودی😂😶,sport
529,مهدی خواجه وند ایرج عرب ممدسن انصاریفر  و به زودی انشالا رسولی پناه کاشانی ......  امیدوارم زودتر همه بازداشت بشن تا همه بفهمیم پولای #پرسپولیس کجاست دلیل این نابسامانی چیه دلیل سوء مدیریت در #پرسپولیس چیه دست نشانده های وزیر و خود وزیر باید یکی یکی بازداشت بشن,sport
6693,بعد از گرشاسبی سه نفر به صندلی مدیریت پرسپولیس تکیه زدند و با اقدامات نسنجیده خودشون اوضاع باشگاه روز به روز بدتر شد اما همچنان عده ای معتقدن نبی مدیرعامل بشه نابود میشیم شاید نبی هم مثل سه نفر قبلی باشه اما فکرمیکنم عده ای منافع شخصی دارن با این حجم از نبی هراسی,sport
149,مرسی از استق لالی های سوراخ که اینقدر درگیر تیم محبوب ما هستید #پرسپولیس,sport
9891,@diplomaatic راجب رئیس جمهور تجدید نظر کنین😊,politics
42889,@bibipheobe @sabaparmor المپیاد چی بودی؟,scientific
12684,@national_blood_ خود ناسا اقرار کرد که گرمایش زمین بدلیل گازهای گلخانه ای نیس ب دلیل نزدیک شدن سیاره ایکس به مدار زمینه و این گرمایش دوره ای هست اون نشست پاریس هم فقط برای سرکیسه کردن امریکا بود خوشبختانه ترامپ زد زیر کلوکاسه این ابله های پاریسی #هر_تیربرق_یک_آخوند,social
36838,با این تفاسیر چند سناریو به ذهن میرسه:  پاک سازی همزمان تسلیحات در انبار وضربه به بانک مرکزی متعلق به راس هرم توسط جبهه مثبت!  منحرف کردن اذهان عمومی دررابطه با پرونده های پیتزاگیت و اوباماگیت وهمچنین ازبین بردن مدارک دست داشتن تیم اوباما درمجهز کردن حزب الله از لحاظ مادی و نظامی,economy
11726,@Shr251250 @IsraelPersian خیلی میبخشی من از ایران اطلاعات دارم سیاست خارجی ام خوب نیست,politics
3951,@biiikhodi @shologhpologh با شرت ورزشی هم یه عکس ندارم😔😔,sport
22195,دیشب اومدم توییت کنم با هشتگ اعدام نکنید برای #مصطفی_صالحی خوابم برد، دو سه دفعه از خواب پریدم اومدم توییتر باز چیزی به ذهنم نرسید بنویسم امروز خوندم‌ اعدامش کردن عذاب وجدان ولم  نمیکنه  ینی این عذاب وجدان مسخره‌ای که من الان حس میکنم برای یه هشتگ هم تقصیر توئه آقای ج ا,politics
3618,ولی من بچگی هام میرفتم کلاس شنا اونجا یه دختره بود کارای نظافتی‌سالن ها رو انجام میداد و فوق العاده خوشگل بود ،واسه همین بهش میگفتن شاااااهرخ استخری 😂 این نزدیک ترین تجربه من با دنیای هنر بود بعد اون دیگه پیشرفت خاصی نداشتم‌😂 + واقعا هم رخش شاه بود :))),sport
6523,فکر کنم ۷-۸ ماه شد که جاده باشگاه انقلاب ندوییدم، لعنت به کسی که استارت ممنوعیت شلوارک رو زد.,sport
21362,شبکه طلا و ارز -  ارز دولتی انگیزه قاچاق شیر خشک صنعتی: محمد محبی، اظهار داشت: به تازگی در استان سیستان و بلوچستان شاهد قاچاق جدیدی تحت عنوان قاچاق شیر خشک صنعتی هستیم. دبیر ستاد مبارزه با قاچاق کالا و ارز سیستان و بلوچستان، افزود: استانهایی مثل اراک،… https://t.co/HmgJN3RaY0,economy
20932,💣پیرمردقمارباز مواظب پیرمرد قمارباز باید باشیم، او حاضر است برای ماندن ، حتی  روی خاورمیانه قمار کند. #ترامپ_قمارباز @realDonaldTrump,politics
4110,اقا من دیگه نمیتونم نرم فوتسال. کیر تو کرونا، یه سالن بگیرین بمیریم اصن,sport
14386,توریست درمان 🍋👇🏽😉 https://t.co/MoTHem0B6A https://t.co/iIGwokTdrK,cultural
31510,@soroush_safarii سلامتی اول,health
18570,@15azar75 خنده بر هر درد بی درمان دواست خب,health
1231,امروز تو شرکت گفتم یکی از دوستام شرکتش نزدیکه  بهش میگم بیاد تیم فوتبال دستی تشویق کنیم. علی که اومد قیافه ی لاسو دیدنی بود فکر میکرد دختر قراره بیاد :))))),sport
10777,منسوبین پولیس قوماندانی امنیه ولایت هرات، ۲۰ تن را در پیوند به جرایم چون؛ سرقت‌های مسلحانه، سرقت وسایط نقلیه، حمل سلاح غیر قانونی، قاچاق و فروش مواد مخدر و تولید مشروبات الکولی از نقاط مختلف این ولایت طی پنج روز گذشته بازداشت نموده‌اند. https://t.co/ijCggEMJCR,social
43969,@Hoseinmozbi1361 من 18 سالم بود می خواستم مهندس ناسا بشم، هنوزم می خوام البته😁 همیشه هم می خواستم یک سخنرانی مهم داشته باشم که همه ی دنیا بخوان بشنون😎,scientific
18422,@narenjdooneh درمان شوپنهاور؟,health
4008,@IranVarzeshii @maziaran سلطانی معاون جدید ورزشی #استقلال که بازیکن بیکیفیتی مثل بودوروف را آورده، در آپارتمان #استراماچونی زندگی میکند. آپارتمانی که ماهی۳۰م اجاره‌اش است! آیا قراره در روزهای بی‌پولی تیم، این اجاره را سلطانی پرداخت کند یا یک امتیاز ویژه باشگاه به معاون ورزشی جدید و بیکفایت استقلال است؟!,sport
42091,@Amir31873074 @hamidrezaaei اینجا توییتره ... هوش مصنوعی توش کار نزاشتن کسی جفنگ نوشت پاک بشه ..,scientific
19609,@J1nne گاو تو بیسواد جیره بگیره سازمانی نه دکتر کوشکی که در جواب دروغ های مفت  و وقیحانه  رخشان بنی اعتماد و دارو دستش این صحبت ها رو کرده!,health
23870,مرزهای جفنگیات جابجا شد  ادعای خنده‌دار شبکه وهابی درباره راهپیمایی ۲۲بهمن: عده کمی آمده بودند! به افرادی هم که آمده بودند کارت سوخت ۱۳۵۷ لیتری و دبه‌های بنزین ۵۷ لیتری می‌دادند!😂 https://t.co/UH3yDVRxhn,economy
44607,چه دورانی بود، یکی از معدود راههای دسترسی ما به اخبار علمی دنیا! نوشته های روش جالب بود اولین مجله تمام رنگی ... اول و پانزدهم هرماه... یه مدتی اواخر جنگ کاغذ نایاب شد و چاپ نکردند، اولین غم بزرگ پسربچه در این دنیا بود! https://t.co/hWinDKkYcl,scientific
21042,@Azar1359 این فیلم ها بدجوری استانداردها جابجا کرده هم توی مونث ها و هم توی مذکرها شده منبع درامد برا خیلیا. از تزریق ژل و چربی و بوتاکس تا لاغری به هر قیمتی همچنین انواع قرص و اسپری و دستگاه های لارجر و اکستندر به همراه انواع مکمل های بدنسازی,health
32951,@amirrezamo66 این بی اشتهای و لاغری بد دردیه,health
4037,@pandacorn199625 همسایه تون گوه خورد شما میتونی بیایی همسایه ما بشی حتی برا اخبار ورزشی هم ساختمان رو بزاری رو سرت,sport
16029,@Mojavaad سیاست صنعتی در دولت دوم خاتمی نوشته شده ته این سیاستی که نوشتن بیرون کشیدن پای دولت در اقتصاده! دقیقا خلاف آنچه بزرگان توسعه صنعتی سالها تجویز کردند طبیعیه با این نوابغ سخن از توسعه شوخی باشه,politics
31685,@ManotoNews برام سواله چرا این سران حکومت ضد بشری عسلامی #كرونا  نمیگیرن ؟؟؟ مگه نمیگفتن یکی از راههای انتقال مدفوعه ؟؟ اینا که همشون صبح تا شب در حال گوه خوردن هستن  چرا پس نمیگیرن ؟؟؟؟؟ از #خامنه‌ای_جنایتکار چلاغ و  #حسن_روحانى   بیناموس گرفته تا الی اخرشون   #انفجار_لبنان,health
19833,@milanimohsen دارو و مواد غذایی جز تحریم نیستند. بخشی از پول مردم صرف امثال تو می شود تا از آمریکا و اروپا ماله کشی کنید، با باقیش هم به جای دارو تیر آهن  و خودرو لوکس برای انگل زاده ها وارد می کنند,politics
3745,@MirzaeeFardin @skirim98 میدونستی این واقعا یه روشه برای یاد دادن شنا به بچه ها :/,sport
5924,رافائل نادال، مدافع عنوان قهرمانی رقابت‌های تنیس اوپن آمریکا، به دلیل نگرانی‌های مربوط به ویروس کرونا از این دوره رقابت‌ها کنار کشید. https://t.co/H4888iYkie,sport
4661,@familyagnelli یه روز خیلی کار کرده بودم پیام داد چیکار میکنی گفتم والا خسته‌ام حمومون وان نداره کاش داشت میرفتم حموم گفت ما دوسالی هست استخرمون خرابه کسی حال نداره پیگیری کنه قبل از اون شبی دوساعت شنا میکردم ریلکس میخوابیدم من هنگ کردم که واه، خواست بگه تو بدبختی وان ندارین گفتم نمیفهمه نگو...,sport
12995,یکی از دوستای اجتماعی پسرم که خیلی ساله میشناسمش امروز بهم ابراز علاقه کرد! تورا چ بگویم؟! :(,social
5866,استرای عزیزم اگه فراریت نداده بودن الان جشن قهرمانی و جشن بدنیا اومدن بچه سومت یکی شده بود. 🚬🚬,sport
22661,آمریکا اگه راست میگه دلار رو بکنه 3 تومن,economy
384,این #علی_بیرانوند  #بیران_وند  سابق  نیست   #پرسپولیس https://t.co/NLYBjY4GTK,sport
17183,پنیر سفیدروزانه؛ بعد از آبان سال قبل که بنزین گرون شد و گفتن هیچ کالایی گرون نمیشه، این چندمین باره که افزایش قیمت داشتن آخه بر چه مبنایی؟ یعنی اصلا رسیدگی نمیشه؟  کمر مردم زیر بار گرونی‌ها داره میشکنه... #ارسالی https://t.co/0ZtLfdS5cy,politics
3884,@arashfarahzad @MNaemeh همه تیم‌ها زور خودشون رو می‌زنن که به فینال راه پیدا کنن. اهمیت لیگ برتر هم سرجای خود. ولی جام حذفی در فوتبال انگلستان یک جام مهم و پر اعتباره‌. حالا شما هر چقدر بگی این‌ قهرمانی کم اهمیته و ارزشی آن چنانی نداره.,sport
8171,فکر کنم همه موافق باشیم که انتخابات امسال کمترین میزان ممکن مشارکت داشته باشه، باید دید اون بخش از براندازان گرامی که دلیل گرانی دلار گرفته تا سیل و زلزله رو بخاطر مشارکت مردم در انتخابات میدونستن دیگه چه بهونه‌ای دارن و حالا چه گلی به سر ما میخوان بزنن!,social
5057,بنا بر اعلام هیئت کوه‌نوردی و صعودهای ورزشی استان مازندران، با توجه به اوج‌گیری مجدد بیماری کرونا امکان صعود کوهنوردان به قلل این استان (آزادکوه و قلل بخش بلده شهرستان نور) تا اطلاع ثانوی وجود ندارد https://t.co/UFQKA6U1cC,sport
42381,@a__username__ من اگر داشتم که کل خونه مون رو هوش مصنوعی میکردم 😂,scientific
35372,@WORSHIPINGALLAH برادرجان الان که مسکن احتکار نشده اگر مثلا احتکار شده بود گران میشد، الان که تقریبا قیمت واقعی مسکن نصف شده.  ارزش ریال در سه سال گذشته یکهفتم شده است. به جای بانکداران به خانه داران گیر داده اند.  کنزکنندۀ واقعی امروز بانکداران هستند که طلا را کنز کرده و کاغذ داده اند.,economy
